UG Tombamento;Unidade Gestora;Unidade Responsável;Tombamento;Data Tombamento;Data Garantia;Código Material;Denominação;Observação;Descritores;Marca;Estado;Status;Detentor;Lotação Dententor;Finalidade;Fornecedor;Depreciável/Amortizável;Vida Útil;Nota Fiscal;Empenho;Termo;Valor
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334451;17/10/2024;17/10/2024;"5212000000427	";APARELHO DE AR CONDICIONADO - Registro Geral 7055 - MARCA ELGIN - TIPOLOGIA SPLIT CASSETE (SPC) - 48.000 BTU/H;;"Andar: 1°
BTU: 48.000
Edificação: PRINCIPAL
Local: PAF I SALA 101
Marca: ELGIN
Modelo: NÃO INFORMADO
Número do Tombo: 1013030
Registro Geral: 7055
Situação do Equipamento: ATIVO
Tipologia: SPLIT CASSETE (SPC)
Voltagem: 220§";ELGIN;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;372/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334452;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7056 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 105
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017359
Registro Geral: 7056
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGARATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;373/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334453;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7057 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I  SALA 105
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017363
Registro Geral: 7057
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;374/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334454;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7058 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I  SALA 106
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017356
Registro Geral: 7058
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;375/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334455;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7059 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 106
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017358
Registro Geral: 7059
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;376/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334456;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7060 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 108
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017366
Registro Geral: 7060
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;377/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334457;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7061 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 108
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017367
Registro Geral: 7061
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;378/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334458;17/10/2024;17/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7062 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 119
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017360
Registro Geral: 7062
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;379/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334459;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7063 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 1°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 119
Marca: AGRATTO
Número do Tombo: 1017634
Registro Geral: 7063
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;380/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334460;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7064 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 2°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 208
Marca: AGRATTO
Número do Tombo: 1017355
Registro Geral: 7064
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;381/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334461;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7065 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24 BTU/H;;"Andar: 2°
BTU: 24
Edificação: PRINCIPAL
Local: PAF I SALA 208
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017357
Registro Geral: 7065
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;382/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334462;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7066 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL (SPH) - 24.000 BTU/H;;"Andar: 2°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 210
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017361
Registro Geral: 7066
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;383/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334463;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7067 - MARCA AGRATTO - TIPOLOGIA SPLIT HI- WALL (SPH) - 24.000 BTU/H;;"Andar: 2 ANDAR
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA 210
Marca: AGRATTO
Modelo: NÃO INFORMADO
Número do Tombo: 1017362
Registro Geral: 7067
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI- WALL (SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;384/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334464;18/10/2024;18/10/2024;"5212000000427	";APARELHO DE AR CONDICIONADO - Registro Geral 7068 - MARCA ELGIN - TIPOLOGIA SPLIT CASSETE  (SPC) - 48.000 BTU/H;;"Andar: 2°
BTU: 48.000
Edificação: PRINCIPAL
Local: PAF I SALA 214
Marca: ELGIN
Modelo: NÃO INFORMADO
Número do Tombo: 1013031
Registro Geral: 7068
Situação do Equipamento: ATIVO
Tipologia: SPLIT CASSETE  (SPC)
Voltagem: 220§";ELGIN;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;385/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE INSTALAÇÕES DE USO COLETIVO DE ENSINO, PESQUISA E EXTENSÃO/SUPAC;77334465;18/10/2024;18/10/2024;"5212000000116	";APARELHO DE AR CONDICIONADO - Registro Geral 7069 - MARCA ELGIN - TIPOLOGIA SPLIT HI WALL (SPH) - 24.000 BTU/H;ESSA MAQUINA DA SALA 216 JÁ TEM CADASTRO DE RG N° ( 4264) PORTANTO ESSE DE N° 7069 SERÁ INUTILIZADO. ;"Andar: 2°
BTU: 24.000
Edificação: PRINCIPAL
Local: PAF I SALA  216
Marca: ELGIN
Modelo: NÃO INFORMADO
Número do Tombo: 1010140
Registro Geral: 7069
Situação do Equipamento: JÁ TEM RG CADASTRADO
Tipologia: SPLIT HI WALL (SPH)
Voltagem: 220§";ELGIN;Em uso;EFETIVADO;;;ENSINO;Não informado;Sim;120;;;386/2024;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004562;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3585 - MARCA CARRIER - TIPOLOGIA SPLIT P-TETO - (SPP) - 58000 BTU/H;;"Andar: TÉRREO
BTU: 58000
Edificação: PRÉDIO PRINCIPAL
Local: ESTOQUE 2
Marca: CARRIER
Modelo: 42XQM60CS
Número do Tombo: 978156
Registro Geral: 3585
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";CARRIER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4562/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004563;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3586 - MARCA CARRIER - TIPOLOGIA SPLIT P-TETO - (SPP) - 60000 BTU/H;;"Andar: TÉRREO
BTU: 60000
Edificação: PRÉDIO PRINCIPAL
Local: ESTOQUE 1
Marca: CARRIER
Modelo: 42XQC060515
Número do Tombo: 740961
Registro Geral: 3586
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";CARRIER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4563/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004564;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3587 - MARCA ELGIN - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 1º ANDAR
BTU: 12000
Edificação: PRÉDIO PRINCIPAL
Local: LICITAÇÕES
Marca: ELGIN
Modelo: SHFI-12000-2
Número do Tombo: 612796
Registro Geral: 3587
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4564/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004565;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3588 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 1º ANDAR
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: LICITAÇÕES
Marca: KOMECO
Modelo: KOS18FC3HX
Número do Tombo: 918906
Registro Geral: 3588
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";KOMECO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4565/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004566;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3589 - MARCA STARCOOL - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 1º ANDAR
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: LICITAÇÕES
Marca: STARCOOL
Modelo: AUS18C63F230G(E2)
Número do Tombo: 799436
Registro Geral: 3589
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";STARCOOL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4566/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004567;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3590 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 1º ANDAR
BTU: 60.000
Edificação: PRÉDIO PRINCIPAL
Local: COMPRAS
Marca: ELGIM
Modelo: KOS18FC3HX
Registro Geral: 3590
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELGIM;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;Não informado;;;4567/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004568;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3591 - MARCA ELGIN - TIPOLOGIA SPLIT P-TETO - (SPP) - 48000 BTU/H;;"Andar: 1º ANDAR
BTU: 48000
Edificação: PRÉDIO PRINCIPAL
Local: COMPRAS
Marca: ELGIN
Modelo: PHFI-48000-2
Registro Geral: 3591
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4568/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004569;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3592 - MARCA ELGIN - TIPOLOGIA SPLIT P-TETO - (SPP) - 18000 BTU/H;;"Andar: 1º ANDAR
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: SECRETARIA - SALA DE REUNIÃO
Marca: ELGIN
Modelo: PHFI-18000-2
Número do Tombo: 614094
Registro Geral: 3592
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4569/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019000719;07/01/2019;07/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3593 - MARCA CARRIER - TIPOLOGIA DE JANELA - (ACJ) - 10000 BTU/H;;"Andar: 4º ANDAR
BTU: 10000
Edificação: PREDIO PRINCIPAL
Local: SALA 410
Marca: CARRIER
Registro Geral: 3593
Situação do Equipamento: INATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: OUTROS§";CARRIER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;719/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019000721;07/01/2019;07/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3594 - MARCA GREE - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PREDIO PRINCIPAL
Local: SALA 410
Marca: GREE
Número da TAG: SPH15010409001
Registro Geral: 3594
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";GREE;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;721/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004570;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3595 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 1º ANDAR
BTU: 12000
Edificação: PRÉDIO PRINCIPAL
Local: APOIO ADMINISTRAÇÃO
Marca: AGRATTO
Modelo: CSI12FR4-02
Número do Tombo: 1001877
Registro Geral: 3595
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";AGRATTO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4570/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004571;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3596 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 1º ANDAR
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: PATRIMÔNIO
Marca: KOMECO
Modelo: KOS18FC3HX
Registro Geral: 3596
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";KOMECO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4571/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004573;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3597 - MARCA CARRIER - TIPOLOGIA SPLIT P-TETO - (SPP) - 60000 BTU/H;;"Andar: TÉRREO
BTU: 60000
Edificação: PRÉDIO PRINCIPAL
Local: ESTOQUE 1 - ALMOXARIFADO
Marca: CARRIER
Modelo: 42XQC060515
Número do Tombo: 740959
Registro Geral: 3597
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";CARRIER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4573/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004572;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3598 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 22000 BTU/H;;"Andar: 1º ANDAR
BTU: 22000
Edificação: PRÉDIO PRINCIPAL
Local: PATRIMÔNIO
Marca: MIDEA
Modelo: 42MFCB22M5
Número do Tombo: 978166
Registro Geral: 3598
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4572/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004561;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3793 - MARCA TRANE - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: TÉRREO
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: NÚCLEO DE ESTOQUE
Marca: TRANE
Modelo: 2MCW0518G1000AA
Registro Geral: 3793
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";TRANE;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4561/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;2019004560;23/01/2019;23/01/2019;"5212000000375	";APARELHO DE AR CONDICIONADO - Registro Geral 3794 - MARCA TRANE - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: TÉRREO
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: NÚCLEO DE ESTOQUE
Marca: TRANE
Modelo: 2MCW0518G1000AA
Registro Geral: 3794
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";TRANE;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4560/2019;R$ 63,47
UFBA;UFBA;COORDENAÇÃO DE MATERIAL E PATRIMÔNIO/PROAD;77333808;04/10/2023;04/10/2023;"5212000000294	";APARELHO DE AR CONDICIONADO - Registro Geral 6486 - MARCA PHILCO - TIPOLOGIA SPLIT PISO-TETO (SPP) - 36000 BTU/H;;"Andar: 1°
BTU: 36000
Edificação: PRINCIPAL
Local: NGL
Marca: PHILCO
Modelo: NÃO INFORMADO
Número do Tombo: 1046965
Registro Geral: 6486
Situação do Equipamento: ATIVO
Tipologia: SPLIT PISO-TETO (SPP)
Voltagem: 220§";PHILCO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Sim;120;;;321/2023;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE MEIO AMBIENTE /SUMAI;77333544;07/03/2023;07/03/2023;"5212000000133	";APARELHO DE AR CONDICIONADO - Registro Geral 6235 - MARCA AGRATTO - TIPOLOGIA SPLIT HI-WALL( SPH) - 12000 BTU/H;;"Andar: TERREO
BTU: 12000
Edificação: PRINCIPAL
Local: SALA DA COORDENAÇÃO DE MEIO AMBIENTE
Marca: AGRATTO
Modelo: ICST12FR4-02
Número do Tombo: 1017300
Registro Geral: 6235
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL( SPH)
Voltagem: 220§";AGRATTO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;mai/23;R$ 99,99
UFBA;UFBA;COORDENAÇÃO DE SELEÇÃO E ORIENTAÇÃO/PROGRAD;2019005112;18/02/2019;18/02/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3605 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: TÉRREO
BTU: 18000
Edificação: PRÉDIO PRINCIPAL
Local: FINANCEIRO
Marca: LG
Modelo: -
Registro Geral: 3605
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;5112/2019;R$ 64,30
UFBA;UFBA;COORDENAÇÃO DE SELEÇÃO E ORIENTAÇÃO/PROGRAD;2019005114;18/02/2019;18/02/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3608 - MARCA YORK - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: TÉRREO
BTU: 12000
Edificação: PRÉDIO PRINCIPAL
Local: COORDENAÇÃO
Marca: YORK
Modelo: -
Registro Geral: 3608
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";YORK;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;5114/2019;R$ 64,30
UFBA;UFBA;COORDENAÇÃO DE SELEÇÃO E ORIENTAÇÃO/PROGRAD;2019005113;18/02/2019;18/02/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3609 - MARCA STARCOOL - TIPOLOGIA SPLIT HI-WALL - (SPH) - 90000 BTU/H;;"Andar: TÉRREO
BTU: 90000
Edificação: PRÉDIO PRINCIPAL
Local: SELEÇÃO
Marca: STARCOOL
Modelo: -
Registro Geral: 3609
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";STARCOOL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;5113/2019;R$ 64,30
UFBA;UFBA;COORDENAÇÃO DE SELEÇÃO E ORIENTAÇÃO/PROGRAD;2019005115;18/02/2019;18/02/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 3610 - MARCA CARRIER - TIPOLOGIA SPLIT P-TETO - (SPP) - 60000 BTU/H;;"Andar: TÉRREO
BTU: 60000
Edificação: PRÉDIO PRINCIPAL
Local: ANÁLISE DE RENDA
Marca: CARRIER
Modelo: -
Registro Geral: 3610
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";CARRIER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;5115/2019;R$ 64,30
